Sales Person,Geography,Product,Date,Amount,Boxes
Wilone O'Kielt,India,Organic Choco Syrup,4/8/2021,294,10
Gigi Bohling,India,Fruit & Nut Bars,4/8/2021,9464,592
Dotty Strutley,Australia,99% Dark & Pure,4/8/2021,1078,68
Jehu Rudeforth,USA,Spicy Special Slims,4/8/2021,4200,175
Marney O'Breen,UK,50% Dark Bites,4/9/2021,3997,250
Jan Morforth,UK,Caramel Stuffed Bars,4/9/2021,1575,63
Gunar Cockshoot,USA,Smooth Sliky Salty,4/9/2021,6181,281
Kelci Walkden,New Zealand,After Nines,4/9/2021,11949,1680
Dennison Crosswaite,Australia,Smooth Sliky Salty,4/9/2021,9086,433
Kelci Walkden,Australia,Organic Choco Syrup,4/9/2021,1050,96
Dotty Strutley,UK,Peanut Butter Cubes,4/9/2021,3080,134
Ches Bonnell,USA,50% Dark Bites,4/9/2021,399,25
Kelci Walkden,Australia,99% Dark & Pure,4/9/2021,2016,88
Oby Sorrel,UK,99% Dark & Pure,4/9/2021,3031,145
Kaine Padly,USA,Baker's Choco Chips,4/9/2021,2541,182
Madelene Upcott,UK,99% Dark & Pure,4/9/2021,5222,249
Kelci Walkden,Canada,After Nines,4/9/2021,1680,80
Beverie Moffet,UK,85% Dark Bars,4/9/2021,9282,840
Marney O'Breen,India,Caramel Stuffed Bars,4/9/2021,8554,476
Camilla Castle,Canada,Drinking Coco,4/9/2021,1036,35
Wilone O'Kielt,Canada,Mint Chip Choco,4/9/2021,5250,263
Dotty Strutley,Canada,Milk Bars,4/9/2021,3248,142
Van Tuxwell,Canada,Baker's Choco Chips,4/9/2021,8099,386
Andria Kimpton,UK,Orange Choco,4/9/2021,4655,259
Roddy Speechley,New Zealand,Smooth Sliky Salty,4/9/2021,6475,405
Rafaelita Blaksland,New Zealand,Spicy Special Slims,4/9/2021,1141,52
Ches Bonnell,India,Smooth Sliky Salty,4/9/2021,7112,508
Dotty Strutley,New Zealand,Milk Bars,4/9/2021,8092,506
Gigi Bohling,Australia,Milk Bars,4/9/2021,2541,116
Kelci Walkden,USA,White Choc,4/12/2021,2604,186
Gunar Cockshoot,USA,Organic Choco Syrup,4/12/2021,6643,665
Marney O'Breen,Australia,After Nines,4/12/2021,5628,910
Oby Sorrel,Australia,Baker's Choco Chips,4/12/2021,1225,88
Andria Kimpton,USA,99% Dark & Pure,4/12/2021,6685,304
Dennison Crosswaite,Australia,Choco Coated Almonds,4/12/2021,1827,74
Dotty Strutley,Australia,Almond Choco,4/12/2021,1428,110
Brien Boise,Australia,85% Dark Bars,4/12/2021,406,29
Beverie Moffet,Australia,Raspberry Choco,4/12/2021,2338,213
Kaine Padly,India,Orange Choco,4/12/2021,1435,131
Oby Sorrel,Australia,70% Dark Bites,4/12/2021,105,7
Rafaelita Blaksland,UK,Smooth Sliky Salty,4/12/2021,1589,76
Dotty Strutley,USA,Eclairs,4/12/2021,1512,152
Rafaelita Blaksland,Canada,Eclairs,4/12/2021,1561,174
Marney O'Breen,Canada,85% Dark Bars,4/12/2021,9611,641
Oby Sorrel,Canada,Choco Coated Almonds,4/12/2021,10948,422
Marney O'Breen,Canada,Mint Chip Choco,4/12/2021,868,49
Kelci Walkden,New Zealand,Milk Bars,4/12/2021,945,73
Beverie Moffet,USA,Choco Coated Almonds,4/12/2021,5250,219
Oby Sorrel,India,50% Dark Bites,4/12/2021,2884,206
Jan Morforth,UK,Baker's Choco Chips,4/12/2021,1722,133
Madelene Upcott,India,85% Dark Bars,4/12/2021,8309,554
Curtice Advani,Australia,Almond Choco,4/12/2021,2191,157
Andria Kimpton,India,Baker's Choco Chips,4/12/2021,5299,442
Beverie Moffet,India,Choco Coated Almonds,4/12/2021,1043,42
Wilone O'Kielt,Canada,Spicy Special Slims,4/12/2021,3717,465
Brien Boise,New Zealand,Drinking Coco,4/12/2021,6818,427
Gunar Cockshoot,New Zealand,Caramel Stuffed Bars,4/12/2021,6174,229
Kelci Walkden,India,Baker's Choco Chips,4/12/2021,224,16
Dotty Strutley,Canada,After Nines,4/12/2021,4893,699
Husein Augar,India,Spicy Special Slims,4/12/2021,910,114
Mallorie Waber,Canada,Almond Choco,4/12/2021,10409,417
Gunar Cockshoot,India,99% Dark & Pure,4/12/2021,11522,461
Brien Boise,UK,Smooth Sliky Salty,4/12/2021,1358,105
Andria Kimpton,New Zealand,Raspberry Choco,4/12/2021,9387,587
Gunar Cockshoot,Australia,Eclairs,4/12/2021,1267,51
Andria Kimpton,UK,Almond Choco,4/13/2021,3164,244
Wilone O'Kielt,UK,Raspberry Choco,4/13/2021,1274,107
Kelci Walkden,New Zealand,Smooth Sliky Salty,4/13/2021,2660,116
Ches Bonnell,New Zealand,Baker's Choco Chips,4/13/2021,4445,318
Ches Bonnell,Australia,Spicy Special Slims,4/13/2021,581,97
Husein Augar,UK,Fruit & Nut Bars,4/13/2021,4473,187
Husein Augar,UK,50% Dark Bites,4/13/2021,5488,392
Curtice Advani,USA,Eclairs,4/13/2021,49,6
Gigi Bohling,USA,Almond Choco,4/13/2021,4739,365
Gunar Cockshoot,UK,Orange Choco,4/13/2021,6797,618
Jan Morforth,Australia,Mint Chip Choco,4/13/2021,4291,239
Kaine Padly,India,Raspberry Choco,4/13/2021,1568,157
Kaine Padly,India,Smooth Sliky Salty,4/13/2021,6923,330
Brien Boise,UK,White Choc,4/13/2021,8953,560
Beverie Moffet,USA,85% Dark Bars,4/13/2021,5747,384
Marney O'Breen,Canada,Choco Coated Almonds,4/13/2021,2317,90
Gigi Bohling,Australia,Peanut Butter Cubes,4/13/2021,1099,48
Dennison Crosswaite,New Zealand,70% Dark Bites,4/13/2021,91,7
Dotty Strutley,India,After Nines,4/13/2021,1848,116
Madelene Upcott,New Zealand,Orange Choco,4/13/2021,12831,700
Marney O'Breen,Australia,Eclairs,4/13/2021,1687,57
Roddy Speechley,Canada,99% Dark & Pure,4/13/2021,2877,170
Jan Morforth,Australia,Raspberry Choco,4/13/2021,7014,700
Barr Faughny,Canada,Smooth Sliky Salty,4/13/2021,5782,643
Marney O'Breen,India,85% Dark Bars,4/13/2021,5971,399
Gigi Bohling,New Zealand,White Choc,4/13/2021,9261,840
Karlen McCaffrey,UK,Raspberry Choco,4/13/2021,1820,203
Curtice Advani,India,Caramel Stuffed Bars,4/14/2021,8428,338
Husein Augar,Canada,White Choc,4/14/2021,42,3
Marney O'Breen,New Zealand,Spicy Special Slims,4/14/2021,4760,595
Dotty Strutley,Canada,Smooth Sliky Salty,4/14/2021,252,11
Gunar Cockshoot,India,Spicy Special Slims,4/14/2021,1155,145
Marney O'Breen,UK,99% Dark & Pure,4/14/2021,238,11
Gigi Bohling,Canada,50% Dark Bites,4/14/2021,763,51
Andria Kimpton,Canada,Manuka Honey Choco,4/14/2021,16366,1260
Kaine Padly,UK,Drinking Coco,4/14/2021,742,42
Kelci Walkden,Australia,Manuka Honey Choco,4/14/2021,728,61
Dotty Strutley,UK,Milk Bars,4/14/2021,9380,670
Dennison Crosswaite,UK,Spicy Special Slims,4/14/2021,14588,2100
Beverie Moffet,New Zealand,Caramel Stuffed Bars,4/14/2021,7448,276
Gunar Cockshoot,Australia,85% Dark Bars,4/14/2021,5222,373
Brien Boise,Australia,Eclairs,4/14/2021,4627,579
Dennison Crosswaite,India,Raspberry Choco,4/14/2021,2982,299
Jan Morforth,India,Smooth Sliky Salty,4/14/2021,6902,301
Wilone O'Kielt,Australia,Orange Choco,4/14/2021,721,61
Rafaelita Blaksland,UK,Fruit & Nut Bars,4/14/2021,3829,167
Andria Kimpton,USA,Spicy Special Slims,4/14/2021,3794,475
Kelci Walkden,UK,White Choc,4/14/2021,6615,441
Jan Morforth,India,Spicy Special Slims,4/14/2021,448,64
Andria Kimpton,New Zealand,Milk Bars,4/14/2021,4872,375
Dennison Crosswaite,India,Eclairs,4/14/2021,4431,554
Dennison Crosswaite,UK,Caramel Stuffed Bars,4/14/2021,1764,71
Husein Augar,India,Orange Choco,4/14/2021,6671,417
Wilone O'Kielt,Canada,Manuka Honey Choco,4/14/2021,18585,1190
Van Tuxwell,New Zealand,Eclairs,4/14/2021,5887,219
Beverie Moffet,New Zealand,Fruit & Nut Bars,4/14/2021,2828,149
Roddy Speechley,Canada,Smooth Sliky Salty,4/14/2021,7161,551
Van Tuxwell,Australia,Baker's Choco Chips,4/14/2021,7602,263
Gigi Bohling,Canada,Manuka Honey Choco,4/14/2021,10430,770
Oby Sorrel,New Zealand,Raspberry Choco,4/14/2021,1302,77
Dotty Strutley,USA,White Choc,4/14/2021,8001,667
Brien Boise,Canada,50% Dark Bites,4/14/2021,4585,192
Beverie Moffet,New Zealand,Drinking Coco,4/14/2021,973,30
Karlen McCaffrey,Australia,70% Dark Bites,4/14/2021,2723,83
Kelci Walkden,USA,99% Dark & Pure,4/14/2021,9527,561
Gigi Bohling,USA,Manuka Honey Choco,4/14/2021,5789,264
Camilla Castle,India,Almond Choco,4/14/2021,2716,105
Dennison Crosswaite,UK,Fruit & Nut Bars,4/14/2021,11935,840
Marney O'Breen,India,Spicy Special Slims,4/15/2021,812,116
Jan Morforth,New Zealand,Drinking Coco,4/15/2021,10521,658
Kelci Walkden,Australia,Drinking Coco,4/15/2021,2387,133
Gunar Cockshoot,India,Orange Choco,4/15/2021,8113,625
Jan Morforth,USA,After Nines,4/15/2021,5586,910
Rafaelita Blaksland,India,Fruit & Nut Bars,4/15/2021,1239,52
Madelene Upcott,India,Orange Choco,4/15/2021,3108,240
Barr Faughny,Canada,85% Dark Bars,4/15/2021,784,49
Gigi Bohling,India,99% Dark & Pure,4/15/2021,8645,376
Madelene Upcott,Canada,Spicy Special Slims,4/15/2021,2254,282
Dotty Strutley,USA,Raspberry Choco,4/15/2021,1246,125
Kaine Padly,Canada,Organic Choco Syrup,4/15/2021,1071,119
Barr Faughny,USA,After Nines,4/15/2021,2023,253
Husein Augar,UK,70% Dark Bites,4/15/2021,7462,533
Dotty Strutley,India,Peanut Butter Cubes,4/15/2021,3087,129
Curtice Advani,UK,Milk Bars,4/15/2021,679,46
Ches Bonnell,USA,After Nines,4/15/2021,5285,770
Jan Morforth,Canada,Mint Chip Choco,4/15/2021,98,6
Karlen McCaffrey,Canada,Orange Choco,4/15/2021,6363,579
Andria Kimpton,Canada,Spicy Special Slims,4/15/2021,3885,648
Oby Sorrel,USA,70% Dark Bites,4/15/2021,1995,133
Beverie Moffet,UK,After Nines,4/15/2021,6069,840
Madelene Upcott,India,Choco Coated Almonds,4/15/2021,1337,54
Madelene Upcott,USA,Manuka Honey Choco,4/15/2021,1316,120
Andria Kimpton,USA,Mint Chip Choco,4/15/2021,1554,87
Kelci Walkden,Australia,Baker's Choco Chips,4/15/2021,4277,357
Ches Bonnell,Australia,Raspberry Choco,4/15/2021,1498,150
Dotty Strutley,Australia,Organic Choco Syrup,4/15/2021,3241,361
Ches Bonnell,USA,Orange Choco,4/15/2021,1106,86
Dotty Strutley,Canada,Mint Chip Choco,4/15/2021,1498,84
Gigi Bohling,India,Caramel Stuffed Bars,4/15/2021,4543,182
Brien Boise,UK,Manuka Honey Choco,4/15/2021,9058,647
Roddy Speechley,New Zealand,Raspberry Choco,4/15/2021,476,30
Wilone O'Kielt,Australia,Caramel Stuffed Bars,4/15/2021,6916,301
Wilone O'Kielt,USA,Baker's Choco Chips,4/15/2021,3997,160
Dennison Crosswaite,Canada,Choco Coated Almonds,4/15/2021,6713,210
Karlen McCaffrey,India,Choco Coated Almonds,4/16/2021,1876,79
Gigi Bohling,Australia,Smooth Sliky Salty,4/16/2021,1687,74
Dennison Crosswaite,Canada,Spicy Special Slims,4/16/2021,175,25
Andria Kimpton,Australia,Caramel Stuffed Bars,4/16/2021,2478,100
Jan Morforth,Canada,Eclairs,4/16/2021,728,73
Barr Faughny,New Zealand,Baker's Choco Chips,4/16/2021,11151,910
Kaine Padly,UK,Organic Choco Syrup,4/16/2021,3164,352
Kelci Walkden,Australia,Mint Chip Choco,4/16/2021,5292,279
Brien Boise,Canada,Spicy Special Slims,4/16/2021,2730,455
Gunar Cockshoot,Canada,Almond Choco,4/16/2021,4886,376
Dotty Strutley,New Zealand,Milk Bars,4/16/2021,5551,397
Madelene Upcott,India,50% Dark Bites,4/16/2021,7385,462
Dennison Crosswaite,New Zealand,Smooth Sliky Salty,4/16/2021,5908,257
Kaine Padly,India,Choco Coated Almonds,4/16/2021,252,10
Husein Augar,New Zealand,Raspberry Choco,4/16/2021,770,77
Brien Boise,UK,Smooth Sliky Salty,4/16/2021,903,42
Ches Bonnell,UK,70% Dark Bites,4/16/2021,1050,32
Curtice Advani,Australia,After Nines,4/16/2021,8995,409
Dotty Strutley,Australia,Orange Choco,4/16/2021,3360,280
Van Tuxwell,India,Caramel Stuffed Bars,4/16/2021,7770,389
Oby Sorrel,UK,Raspberry Choco,4/16/2021,1162,73
Gigi Bohling,New Zealand,Organic Choco Syrup,4/19/2021,11347,1260
Marney O'Breen,Australia,Almond Choco,4/19/2021,7217,556
Husein Augar,Canada,Manuka Honey Choco,4/19/2021,2737,211
Rafaelita Blaksland,USA,70% Dark Bites,4/19/2021,4991,333
Wilone O'Kielt,New Zealand,Organic Choco Syrup,4/19/2021,1589,145
Oby Sorrel,Canada,Spicy Special Slims,4/19/2021,1232,206
Karlen McCaffrey,UK,Caramel Stuffed Bars,4/19/2021,2765,103
Karlen McCaffrey,Australia,White Choc,4/19/2021,1736,116
Husein Augar,UK,85% Dark Bars,4/19/2021,364,25
Beverie Moffet,Australia,Smooth Sliky Salty,4/19/2021,3899,186
Brien Boise,New Zealand,Smooth Sliky Salty,4/19/2021,3115,142
Beverie Moffet,New Zealand,70% Dark Bites,4/19/2021,105,8
Husein Augar,UK,Spicy Special Slims,4/19/2021,6692,1120
Brien Boise,USA,Choco Coated Almonds,4/19/2021,3983,160
Barr Faughny,Canada,Mint Chip Choco,4/19/2021,2401,134
Karlen McCaffrey,Canada,99% Dark & Pure,4/19/2021,8204,513
Madelene Upcott,Australia,Manuka Honey Choco,4/19/2021,2156,135
Madelene Upcott,Canada,Organic Choco Syrup,4/20/2021,4298,430
Husein Augar,UK,White Choc,4/20/2021,13839,980
Beverie Moffet,Australia,Caramel Stuffed Bars,4/20/2021,1414,53
Kelci Walkden,Canada,Milk Bars,4/20/2021,182,13
Beverie Moffet,India,Drinking Coco,4/20/2021,9457,557
Kaine Padly,Canada,99% Dark & Pure,4/20/2021,1071,47
Kaine Padly,Canada,Smooth Sliky Salty,4/20/2021,6944,302
Madelene Upcott,New Zealand,99% Dark & Pure,4/20/2021,5005,228
Kaine Padly,Australia,Peanut Butter Cubes,4/20/2021,8757,381
Ches Bonnell,USA,Mint Chip Choco,4/20/2021,2275,127
Andria Kimpton,UK,Caramel Stuffed Bars,4/20/2021,2611,97
Barr Faughny,UK,After Nines,4/20/2021,2884,412
Brien Boise,Australia,Drinking Coco,4/20/2021,833,28
Van Tuxwell,New Zealand,Almond Choco,4/20/2021,10521,376
Beverie Moffet,UK,Raspberry Choco,4/20/2021,13083,910
Andria Kimpton,India,50% Dark Bites,4/20/2021,2429,98
Oby Sorrel,India,Fruit & Nut Bars,4/20/2021,3913,218
Oby Sorrel,Australia,Manuka Honey Choco,4/20/2021,6860,490
Gunar Cockshoot,New Zealand,White Choc,4/20/2021,7189,1470
Kaine Padly,USA,99% Dark & Pure,4/20/2021,3941,158
Marney O'Breen,UK,Spicy Special Slims,4/20/2021,10850,375
Mallorie Waber,New Zealand,50% Dark Bites,4/20/2021,3682,142
Beverie Moffet,UK,Peanut Butter Cubes,4/20/2021,4270,700
Oby Sorrel,USA,Fruit & Nut Bars,4/21/2021,3073,129
Jan Morforth,USA,Almond Choco,4/21/2021,1589,123
Marney O'Breen,USA,Organic Choco Syrup,4/21/2021,7070,770
Jan Morforth,UK,Eclairs,4/21/2021,5733,574
Marney O'Breen,USA,White Choc,4/21/2021,343,22
Brien Boise,New Zealand,Fruit & Nut Bars,4/21/2021,8456,339
Madelene Upcott,USA,Drinking Coco,4/21/2021,7070,416
Beverie Moffet,UK,Manuka Honey Choco,4/21/2021,1953,163
Jan Morforth,Canada,White Choc,4/21/2021,2324,166
Marney O'Breen,Canada,70% Dark Bites,4/21/2021,3122,209
Madelene Upcott,UK,After Nines,4/21/2021,4550,770
Gigi Bohling,New Zealand,White Choc,4/21/2021,2842,190
Wilone O'Kielt,USA,Milk Bars,4/21/2021,2730,195
Dennison Crosswaite,USA,Manuka Honey Choco,4/21/2021,4242,327
Barr Faughny,USA,Eclairs,4/21/2021,1603,201
Camilla Castle,UK,Raspberry Choco,4/21/2021,1806,151
Oby Sorrel,Canada,99% Dark & Pure,4/21/2021,4046,176
Van Tuxwell,UK,Drinking Coco,4/21/2021,8365,322
Karlen McCaffrey,Australia,85% Dark Bars,4/21/2021,4928,290
Karlen McCaffrey,Canada,Raspberry Choco,4/21/2021,11662,1330
Brien Boise,Australia,Organic Choco Syrup,4/21/2021,13181,455
Jan Morforth,India,Peanut Butter Cubes,4/21/2021,5117,466
Husein Augar,Canada,Peanut Butter Cubes,4/22/2021,3234,135
Beverie Moffet,Australia,After Nines,4/22/2021,8820,1470
Karlen McCaffrey,New Zealand,Choco Coated Almonds,4/22/2021,5390,225
Dotty Strutley,Canada,50% Dark Bites,4/22/2021,2800,187
Gigi Bohling,Canada,Drinking Coco,4/22/2021,504,32
Karlen McCaffrey,New Zealand,85% Dark Bars,4/22/2021,5131,321
Ches Bonnell,Australia,After Nines,4/22/2021,2205,368
Barr Faughny,Australia,Peanut Butter Cubes,4/22/2021,238,10
Barr Faughny,Australia,Choco Coated Almonds,4/22/2021,3318,128
Husein Augar,UK,Eclairs,4/22/2021,4501,501
Beverie Moffet,Canada,Peanut Butter Cubes,4/22/2021,5439,237
Kelci Walkden,USA,Choco Coated Almonds,4/22/2021,3563,149
Kaine Padly,Canada,Drinking Coco,4/22/2021,5425,340
Wilone O'Kielt,New Zealand,White Choc,4/22/2021,1477,93
Kelci Walkden,USA,Drinking Coco,4/22/2021,13510,770
Wilone O'Kielt,UK,85% Dark Bars,4/22/2021,1946,139
Andria Kimpton,New Zealand,Orange Choco,4/22/2021,8078,674
Jan Morforth,USA,50% Dark Bites,4/22/2021,3829,256
Andria Kimpton,New Zealand,After Nines,4/22/2021,5005,626
Marney O'Breen,Canada,Peanut Butter Cubes,4/22/2021,10367,1470
Roddy Speechley,Australia,Baker's Choco Chips,4/22/2021,2562,103
Roddy Speechley,New Zealand,Caramel Stuffed Bars,4/22/2021,8344,348
Husein Augar,UK,Baker's Choco Chips,4/22/2021,5866,267
Marney O'Breen,UK,Drinking Coco,4/22/2021,14700,446
Husein Augar,New Zealand,Drinking Coco,4/22/2021,3416,132
Beverie Moffet,Australia,85% Dark Bars,4/22/2021,588,74
Gunar Cockshoot,UK,Fruit & Nut Bars,4/22/2021,693,44
Brien Boise,Canada,Spicy Special Slims,4/22/2021,294,14
Kelci Walkden,Canada,Mint Chip Choco,4/22/2021,3213,161
Dotty Strutley,UK,White Choc,4/22/2021,3346,239
Oby Sorrel,Australia,Spicy Special Slims,4/22/2021,8841,286
Van Tuxwell,New Zealand,White Choc,4/22/2021,434,37
Jehu Rudeforth,Australia,Eclairs,4/22/2021,4683,188
Jehu Rudeforth,India,Organic Choco Syrup,4/22/2021,7721,250
Jehu Rudeforth,Canada,Manuka Honey Choco,4/22/2021,2954,135
Gigi Bohling,New Zealand,After Nines,4/22/2021,3360,240
Beverie Moffet,Australia,Eclairs,4/22/2021,3150,109
Gunar Cockshoot,India,Drinking Coco,4/22/2021,2163,78
Kaine Padly,Australia,Milk Bars,4/22/2021,3871,169
Jan Morforth,Australia,Baker's Choco Chips,4/22/2021,1099,50
Dennison Crosswaite,Australia,Caramel Stuffed Bars,4/22/2021,672,26
Kaine Padly,UK,85% Dark Bars,4/23/2021,3248,217
Dennison Crosswaite,New Zealand,Mint Chip Choco,4/23/2021,2821,157
Brien Boise,Canada,Peanut Butter Cubes,4/23/2021,1666,67
Wilone O'Kielt,New Zealand,70% Dark Bites,4/23/2021,546,42
Jan Morforth,Canada,Orange Choco,4/23/2021,16219,1260
Kelci Walkden,India,White Choc,4/23/2021,1505,95
Gunar Cockshoot,Australia,Manuka Honey Choco,4/23/2021,4074,371
Oby Sorrel,UK,Orange Choco,4/23/2021,1134,104
Gunar Cockshoot,Canada,Drinking Coco,4/23/2021,9100,569
Karlen McCaffrey,Australia,50% Dark Bites,4/23/2021,581,42
Beverie Moffet,India,Almond Choco,4/23/2021,1141,82
Rafaelita Blaksland,India,99% Dark & Pure,4/23/2021,2086,91
Ches Bonnell,USA,Fruit & Nut Bars,4/23/2021,2730,119
Gigi Bohling,India,Drinking Coco,4/23/2021,875,55
Kaine Padly,India,70% Dark Bites,4/23/2021,518,40
Rafaelita Blaksland,USA,White Choc,4/23/2021,2233,160
Andria Kimpton,New Zealand,Caramel Stuffed Bars,4/23/2021,1337,54
Husein Augar,USA,Eclairs,4/23/2021,5740,700
Husein Augar,USA,Spicy Special Slims,4/23/2021,3017,431
Jan Morforth,UK,Choco Coated Almonds,4/23/2021,10395,434
Dennison Crosswaite,Australia,White Choc,4/23/2021,560,35
Karlen McCaffrey,Australia,85% Dark Bars,4/23/2021,756,48
Barr Faughny,Australia,Milk Bars,4/23/2021,791,57
Andria Kimpton,USA,85% Dark Bars,4/23/2021,2870,205
Oby Sorrel,New Zealand,Manuka Honey Choco,4/23/2021,910,83
Dotty Strutley,New Zealand,Orange Choco,4/23/2021,9492,528
Rafaelita Blaksland,New Zealand,Orange Choco,4/23/2021,4158,278
Madelene Upcott,New Zealand,White Choc,4/23/2021,4935,980
Barr Faughny,New Zealand,Raspberry Choco,4/23/2021,5852,345
Rafaelita Blaksland,India,Milk Bars,4/23/2021,973,61
Rafaelita Blaksland,India,Almond Choco,4/23/2021,3472,106
Husein Augar,India,Milk Bars,4/23/2021,6405,267
Roddy Speechley,Australia,Organic Choco Syrup,4/23/2021,9226,330
Gunar Cockshoot,New Zealand,Mint Chip Choco,4/23/2021,882,36
Karlen McCaffrey,Canada,Drinking Coco,4/23/2021,5236,159
Curtice Advani,India,85% Dark Bars,4/26/2021,1218,87
Dotty Strutley,USA,70% Dark Bites,4/26/2021,3794,292
Madelene Upcott,New Zealand,Choco Coated Almonds,4/26/2021,7266,291
Kaine Padly,USA,99% Dark & Pure,4/26/2021,3430,150
Kaine Padly,USA,Smooth Sliky Salty,4/26/2021,10528,502
Madelene Upcott,USA,White Choc,4/26/2021,3255,204
Wilone O'Kielt,New Zealand,Caramel Stuffed Bars,4/26/2021,4361,168
Gigi Bohling,India,Choco Coated Almonds,4/26/2021,658,26
Curtice Advani,India,White Choc,4/26/2021,4942,353
Dennison Crosswaite,UK,Choco Coated Almonds,4/26/2021,5257,220
Dennison Crosswaite,India,Mint Chip Choco,4/26/2021,8050,350
Kaine Padly,India,Milk Bars,4/26/2021,4704,189
Karlen McCaffrey,USA,70% Dark Bites,4/26/2021,4375,157
Wilone O'Kielt,USA,Raspberry Choco,4/26/2021,1400,83
Roddy Speechley,USA,70% Dark Bites,4/26/2021,5103,160
Andria Kimpton,Canada,Choco Coated Almonds,4/27/2021,4088,158
Curtice Advani,Australia,50% Dark Bites,4/27/2021,784,53
Gigi Bohling,Canada,Orange Choco,4/27/2021,6713,517
Ches Bonnell,India,Fruit & Nut Bars,4/27/2021,3829,167
Wilone O'Kielt,India,Peanut Butter Cubes,4/27/2021,1456,64
Karlen McCaffrey,Canada,After Nines,4/27/2021,2499,357
Kelci Walkden,UK,Peanut Butter Cubes,4/27/2021,1911,84
Dennison Crosswaite,Australia,Orange Choco,4/27/2021,9632,770
Rafaelita Blaksland,India,Organic Choco Syrup,4/27/2021,7693,234
Beverie Moffet,Canada,85% Dark Bars,4/27/2021,5187,577
Van Tuxwell,Canada,White Choc,4/27/2021,91,11
Kelci Walkden,New Zealand,Fruit & Nut Bars,4/27/2021,5313,280
Gunar Cockshoot,USA,Eclairs,4/27/2021,8736,364
Dotty Strutley,UK,Spicy Special Slims,4/27/2021,8449,385
Oby Sorrel,India,99% Dark & Pure,4/27/2021,8519,406
Kelci Walkden,Canada,Peanut Butter Cubes,4/27/2021,6832,622
Oby Sorrel,Canada,Drinking Coco,4/27/2021,7217,289
Andria Kimpton,UK,Raspberry Choco,4/27/2021,7637,770
Ches Bonnell,New Zealand,Manuka Honey Choco,4/27/2021,10682,700
Jan Morforth,UK,99% Dark & Pure,4/27/2021,6720,293
Barr Faughny,New Zealand,Almond Choco,4/28/2021,2289,191
Curtice Advani,UK,50% Dark Bites,4/28/2021,2751,184
Rafaelita Blaksland,New Zealand,Milk Bars,4/28/2021,812,63
Gunar Cockshoot,UK,White Choc,4/28/2021,9520,635
Brien Boise,Canada,After Nines,4/28/2021,2744,392
Barr Faughny,New Zealand,Organic Choco Syrup,4/28/2021,1519,169
Madelene Upcott,Canada,Baker's Choco Chips,4/28/2021,8722,700
Husein Augar,Australia,Choco Coated Almonds,4/28/2021,588,23
Andria Kimpton,UK,99% Dark & Pure,4/28/2021,13384,638
Barr Faughny,USA,Almond Choco,4/28/2021,1043,75
Jan Morforth,India,85% Dark Bars,4/28/2021,3262,233
Dotty Strutley,UK,Organic Choco Syrup,4/28/2021,1827,167
Kelci Walkden,USA,Spicy Special Slims,4/28/2021,8680,1260
Madelene Upcott,UK,Smooth Sliky Salty,4/28/2021,3185,145
Beverie Moffet,New Zealand,Eclairs,4/28/2021,3955,440
Beverie Moffet,Canada,Spicy Special Slims,4/28/2021,3878,647
Jan Morforth,Canada,Smooth Sliky Salty,4/28/2021,1638,78
Madelene Upcott,Australia,Smooth Sliky Salty,4/28/2021,10808,492
Kelci Walkden,New Zealand,85% Dark Bars,4/28/2021,4319,309
Oby Sorrel,UK,50% Dark Bites,4/28/2021,6608,472
Beverie Moffet,Australia,Choco Coated Almonds,4/28/2021,6755,282
Kaine Padly,UK,Almond Choco,4/28/2021,203,15
Dotty Strutley,Australia,Smooth Sliky Salty,4/28/2021,2723,124
Mallorie Waber,New Zealand,White Choc,4/28/2021,13699,1120
Andria Kimpton,India,After Nines,4/28/2021,5348,268
Kelci Walkden,UK,Peanut Butter Cubes,4/28/2021,4396,367
Beverie Moffet,Canada,After Nines,4/28/2021,7434,531
Karlen McCaffrey,New Zealand,85% Dark Bars,4/28/2021,5453,682
Marney O'Breen,UK,After Nines,4/28/2021,5579,310
Van Tuxwell,India,Mint Chip Choco,4/28/2021,63,3
Gunar Cockshoot,UK,Orange Choco,4/28/2021,8120,625
Gunar Cockshoot,Canada,White Choc,4/28/2021,4277,840
